end,item1,item2,item3,item4,lvl,name,server,sex,special_features1,special_features2,special_features3,special_features4,special_features5,start,status_auction,tc,vocation
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",97,Evah Dottrag,Macabra,Female,"Blessings active: 5/7, Twist of Fate active: no","Total Charm Points 56, Unused Charm Points: 56",Daily Reward Streak: 7/7,100 Distance Fighting (Loyalty bonus not included),97 Level,"Aug 27 2020, 10:08 CEST",Not Sold,850,Royal Paladin
"Aug 28 2020, 10:00 CEST","""an ornate chestplate""","""a fireheart platemail""","""a mace of destruction""","""a hammer of destruction""",212,Nigoth,Menera,Male,570x a supreme health potion (Store Item),99 Club Fighting (Loyalty bonus not included),93 Shielding (Loyalty bonus not included),9 Magic Level (Loyalty bonus not included),Character World Transfer available,"Aug 27 2020, 10:07 CEST",Sold,1711,Elite Knight
"Aug 28 2020, 10:00 CEST","""boots of haste""","""a hat of the mad""","""a mastermind shield""","""Zaoan legs""",104,Full Bezkarny Adi,Vunira,Male,,,,,,"Aug 27 2020, 10:07 CEST",Sold,201,Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",159,Khity,Garnera,Female,,,,,,"Aug 27 2020, 10:07 CEST",Sold,451,Elite Knight
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",38,Zapduz,Serenebra,Female,2189x a mana potion (Store Item),1x a mana keg (Store Item),68 Magic Level (Loyalty bonus not included),,,"Aug 27 2020, 10:08 CEST",Sold,137,Elder Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",132,Strack Oner,Premia,Male,790x a supreme health potion (Store Item),Character World Transfer available,97 Shielding (Loyalty bonus not included),102 Axe Fighting (Loyalty bonus not included),8 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:06 CEST",Sold,951,Elite Knight
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",399,Piwosz,Harmonia,Male,97 Magic Level (Loyalty bonus not included),399 Level,"Total Charm Points 2156, Unused Charm Points: 756",Unlocked Powerful Imbuements: 6,Store Outfits: 1,"Aug 27 2020, 10:05 CEST",Sold,4511,Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",309,Brenao the King,Quelibra,Male,"Achievement ""Out of the Stone Age"" accomplished","Total Charm Points 1815, Unused Charm Points: 615",10 Magic Level (Loyalty bonus not included),98 Axe Fighting (Loyalty bonus not included),"Achievement ""Scales and Tail"" accomplished","Aug 27 2020, 10:14 CEST",Sold,3000,Knight
"Aug 28 2020, 10:00 CEST","""sandals""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",179,Farcosz,Gentebra,Male,179 Level,80 Magic Level (Loyalty bonus not included),57 Achievement Points,,,"Aug 26 2020, 10:08 CEST",Sold,556,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",347,Umarthus,Antica,Male,,,,,,"Aug 27 2020, 10:08 CEST",Sold,3601,Sorcerer
"Aug 28 2020, 10:00 CEST","""a present""","""boots of haste""","""a demon shield""","77x ""dragon blood""",229,Full Traab,Descubra,Male,1x a gold converter (Store Item),"Blessings active: 7/7, Twist of Fate active: yes",8 Quests completed,229 Level,92 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:09 CEST",Sold,1504,Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",107,Pomorek,Secura,Male,26 Achievement Points,Character World Transfer available,"Blessings active: 5/7, Twist of Fate active: yes",63 Magic Level (Loyalty bonus not included),,"Aug 27 2020, 10:07 CEST",Sold,111,Elder Druid
"Aug 28 2020, 10:00 CEST","""a mastermind shield""","""a yalahari leg piece""","""a mycological bow""","2x ""a birthday backpack""",112,Math Krowd,Nefera,Male,1354x a strong mana potion (Store Item),112 Level,112 Distance Fighting (Loyalty bonus not included),101 Shielding (Loyalty bonus not included),41 Achievement Points,"Aug 27 2020, 10:09 CEST",Sold,662,Royal Paladin
"Aug 28 2020, 10:00 CEST","""boots of haste""","""a gill gugel""","""gill legs""","""a spellbook of vigilance""",216,Super Urso,Wintera,Male,1376x an ultimate mana potion (Store Item),Character World Transfer available,90 Magic Level (Loyalty bonus not included),"Blessings active: 7/7, Twist of Fate active: yes","124332 Gold total in bank, inventory and depot","Aug 27 2020, 10:08 CEST",Sold,2500,Elder Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",163,Aparece,Inabra,Female,,,,,,"Aug 27 2020, 10:09 CEST",Sold,1251,Sorcerer
"Aug 28 2020, 10:00 CEST","""a focus cape""","""a spellbook of enlightenment""","""a beetle necklace""","""a glacial rod""",82,Keselipin,Quelibra,Female,1801x a great mana potion (Store Item),70 Magic Level (Loyalty bonus not included),34 Shielding (Loyalty bonus not included),"Blessings active: 7/7, Twist of Fate active: yes",,"Aug 27 2020, 10:14 CEST",Sold,426,Elder Druid
"Aug 28 2020, 10:00 CEST","""a crystal wand""","""a firemind raiment""","""a wand of destruction""","""a dream shroud""",734,Raaaunchy,Antica,Male,1x a ferumbras exercise dummy (Store Item),"Achievement ""Alumni"" accomplished",Store Mounts: 2,"Total Charm Points 3241, Unused Charm Points: 441",111 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:12 CEST",Sold,59975,Master Sorcerer
"Aug 28 2020, 10:00 CEST","7x ""a red backpack""","6x ""a blue backpack""","28x ""a red robe""","215x ""a poisoned fang""",135,Mister Lowek,Concorda,Female,"Total Charm Points 360, Unused Charm Points: 360",Character World Transfer available,2 Quests completed,135 Level,68 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:04 CEST",Sold,771,Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",234,Galkandi,Harmonia,Male,80 Magic Level (Loyalty bonus not included),234 Level,"Blessings active: 7/7, Twist of Fate active: yes",2 Quests completed,,"Aug 27 2020, 10:05 CEST",Sold,1000,Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",123,Paty Fireslayer,Kalibra,Male,1x a shiny reward shrine (Store Item),Store Decoration Items: 1,109 Distance Fighting (Loyalty bonus not included),Store Outfits: 1,"510385 Gold total in bank, inventory and depot","Aug 26 2020, 10:07 CEST",Sold,1651,Royal Paladin
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",61,Garyz,Antica,Male,54 Magic Level (Loyalty bonus not included),,,,,"Aug 27 2020, 10:12 CEST",Not Sold,100,Elder Druid
"Aug 28 2020, 10:00 CEST","""a depth lorica""","""a firesoul tabard""","""a bow of destruction""","""winged boots""",259,Archer Ziika,Belobra,Male,116 Distance Fighting (Loyalty bonus not included),26 Magic Level (Loyalty bonus not included),Unlocked Powerful Imbuements: 3,"Achievement ""Elite Hunter"" accomplished",,"Aug 27 2020, 10:13 CEST",Sold,2301,Royal Paladin
"Aug 28 2020, 10:00 CEST","""a post officer's hat""","""a demon backpack""","""a lonely crystal""","""a firecatcher urn""",197,Beltran Lidera,Ombra,Female,1x a strong health cask (Store Item),1x a gold converter (Store Item),83 Magic Level (Loyalty bonus not included),Store Decoration Items: 1,"Achievement ""Scales and Tail"" accomplished","Aug 27 2020, 10:08 CEST",Sold,2101,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""a hat of the mad""","""dwarven legs""","""a spellbook of vigilance""","""an obsidian Zaoan rook""",214,Kidthug,Impera,Male,Character World Transfer available,214 Level,81 Magic Level (Loyalty bonus not included),,,"Aug 27 2020, 10:06 CEST",Sold,1501,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""a demon helmet""","""guardian boots""","""a prismatic armor""","""prismatic legs""",247,Ksiaze Nieporzadek,Secura,Female,109 Distance Fighting (Loyalty bonus not included),"Total Charm Points 1452, Unused Charm Points: 52","205580 Gold total in bank, inventory and depot",27 Magic Level (Loyalty bonus not included),268 Achievement Points,"Aug 27 2020, 10:07 CEST",Sold,2601,Royal Paladin
"Aug 28 2020, 10:00 CEST","""a platinum amulet""","""Dragha's spellbook""","""a demon backpack""","""(no item for display selected)""",68,Zerghul,Damora,Male,40x a strong mana potion (Store Item),"13207 Gold total in bank, inventory and depot",Character World Transfer available,103 Distance Fighting (Loyalty bonus not included),93 Shielding (Loyalty bonus not included),"Aug 27 2020, 10:05 CEST",Sold,501,Royal Paladin
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",261,Parabel,Estela,Male,1x a gold pouch (Store Item),110 Axe Fighting (Loyalty bonus not included),103 Shielding (Loyalty bonus not included),,,"Aug 26 2020, 10:05 CEST",Sold,2201,Elite Knight
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",176,Sevandus,Bona,Male,10x an ultimate mana potion (Store Item),176 Level,14 Quests completed,82 Magic Level (Loyalty bonus not included),"35734 Gold total in bank, inventory and depot","Aug 27 2020, 10:06 CEST",Sold,801,Elder Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",145,Markzyn,Quelibra,Male,,,,,,"Aug 27 2020, 10:11 CEST",Sold,1501,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",167,Little Franklin,Monza,Male,Character World Transfer available,"Achievement ""Champion of Chazorai"" accomplished",76 Magic Level (Loyalty bonus not included),"Achievement ""High Inquisitor"" accomplished",,"Aug 27 2020, 10:06 CEST",Not Sold,550,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""a dark armor""","""a guardian shield""","""plate legs""","""a wand of voodoo""",53,Xulis,Impera,Male,,,,,,"Aug 27 2020, 10:06 CEST",Sold,201,Sorcerer
"Aug 28 2020, 10:00 CEST","42x ""a health potion""","""a golden backpack""","""a dragon shield""","""ectoplasmic sushi""",24,Onniie,Wintera,Male,20x a health potion (Store Item),104 Distance Fighting (Loyalty bonus not included),94 Shielding (Loyalty bonus not included),0 Quests completed,"17445 Gold total in bank, inventory and depot","Aug 27 2020, 10:08 CEST",Sold,363,Paladin
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",135,Zerin bloker,Descubra,Male,,,,,,"Aug 27 2020, 10:09 CEST",Sold,1504,Elite Knight
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",322,Lillyan,Relania,Male,"Total Charm Points 2001, Unused Charm Points: 401",Store Outfits: 1,20 Quests completed,103 Sword Fighting (Loyalty bonus not included),Character World Transfer available,"Aug 27 2020, 10:07 CEST",Sold,4201,Elite Knight
"Aug 28 2020, 10:00 CEST","""a Zaoan helmet""","""prismatic legs""","""an umbral master crossbow""","""a ghost chestplate""",484,Zhelao,Descubra,Male,,,,,,"Aug 27 2020, 10:07 CEST",Sold,13001,Royal Paladin
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",219,Guld Mannen,Antica,Male,,,,,,"Aug 27 2020, 10:08 CEST",Sold,1806,Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",96,Ekzthasy,Honbra,Male,89 Sword Fighting (Loyalty bonus not included),"Achievement ""Wild Warrior"" accomplished",82 Shielding (Loyalty bonus not included),6 Magic Level (Loyalty bonus not included),,"Aug 27 2020, 10:08 CEST",Sold,351,Elite Knight
"Aug 28 2020, 10:00 CEST","""a backpack of holding""","""a glacial rod""","""a gearwheel chain""","""green light""",130,Rhapsody Mcgold,Garnera,Male,Character World Transfer available,"40997 Gold total in bank, inventory and depot",63 Magic Level (Loyalty bonus not included),130 Level,"Blessings active: 5/7, Twist of Fate active: yes","Aug 27 2020, 10:07 CEST",Sold,801,Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",187,Amamadeira Tacheia,Lutabra,Female,91 Magic Level (Loyalty bonus not included),Character World Transfer available,,,,"Aug 27 2020, 10:09 CEST",Sold,1250,Master Sorcerer
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",223,Xeddgee,Talera,Male,1x a ferumbras exercise dummy (Store Item),Store Decoration Items: 4,108 Distance Fighting (Loyalty bonus not included),Unlocked Powerful Imbuements: 8,,"Aug 27 2020, 10:10 CEST",Not Sold,2850,Royal Paladin
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",83,Lilimalli,Gladera,Female,,,,,,"Aug 27 2020, 10:07 CEST",Sold,500,Elder Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",180,Prince Kaizer,Emera,Male,,,,,,"Aug 27 2020, 10:06 CEST",Sold,1502,Elder Druid
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",588,Kiiwih,Kenora,Male,114 Sword Fighting (Loyalty bonus not included),Character World Transfer available,11 Magic Level (Loyalty bonus not included),Additional Slots: Prey,"Total Charm Points 5701, Unused Charm Points: 501","Aug 27 2020, 10:05 CEST",Sold,16004,Knight
"Aug 28 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",131,Gorgeous Georgina,Firmera,Female,82 Magic Level (Loyalty bonus not included),Character World Transfer available,29 Achievement Points,,,"Aug 27 2020, 10:08 CEST",Not Sold,1500,Master Sorcerer
